PlayerA,PlayerB,RankA,RankB,RankDiff,WinnerBinary
Berdych T.,Bjorkman J.,11,35,-24.0,1
Baghdatis M.,Davydenko N.,16,4,12.0,1
Djokovic N.,Hewitt L.,5,19,-14.0,1
Nadal R.,Youzhny M.,2,13,-11.0,1
Mathieu P.H.,Roddick A.,39,3,36.0,0
Djokovic N.,Kiefer N.,5,1065,-1060.0,1
Nadal R.,Soderling R.,2,28,-26.0,1
Gasquet R.,Tsonga J.W.,14,110,-96.0,1
Ferrero J.C.,Tipsarevic J.,18,64,-46.0,1
Davydenko N.,Monfils G.,4,73,-69.0,1
Canas G.,Hewitt L.,17,19,-2.0,0
Baghdatis M.,Nalbandian D.,16,25,-9.0,1
Arthurs W.,Bjorkman J.,195,35,160.0,0
Nieminen J.,Youzhny M.,21,13,8.0,0
Berdych T.,Lee H.T.,11,51,-40.0,1
Federer R.,Haas T.,1,10,-9.0,1
Gasquet R.,Roger-Vasselin E.,14,109,-95.0,1
Federer R.,Safin M.,1,24,-23.0,1
Roddick A.,Verdasco F.,3,41,-38.0,1
Lopez F.,Tsonga J.W.,78,110,-32.0,0
Haas T.,Tursunov D.,10,23,-13.0,1
Ljubicic I.,Mathieu P.H.,12,39,-27.0,0
Blake J.,Ferrero J.C.,9,18,-9.0,0
Gonzalez F.,Tipsarevic J.,6,64,-58.0,0
Lapentti N.,Tsonga J.W.,63,110,-47.0,0
Eschauer W.,Nadal R.,72,2,70.0,0
Bolelli S.,Hewitt L.,65,19,46.0,0
Hernych J.,Ljubicic I.,130,12,118.0,0
Ferrer D.,Mathieu P.H.,15,39,-24.0,0
Kiefer N.,Santoro F.,1065,70,995.0,1
Blake J.,Pavel A.,9,122,-113.0,1
Qureshi A.,Safin M.,279,24,255.0,0
Chela J.I.,Roger-Vasselin E.,20,109,-89.0,0
Monfils G.,Vliegen K.,73,76,-3.0,1
Haas T.,Zib T.,10,133,-123.0,1
Arthurs W.,Robredo T.,195,7,188.0,1
Del Potro J.M.,Federer R.,56,1,55.0,0
Baghdatis M.,Devilder N.,16,102,-86.0,1
Bjorkman J.,Wang Y.T.,35,168,-133.0,1
Dancevic F.,Nalbandian D.,113,25,88.0,0
Grosjean S.,Soderling R.,62,28,34.0,0
Calleri A.,Lee H.T.,29,51,-22.0,0
Berrer M.,Tursunov D.,94,23,71.0,0
Berdych T.,Llodra M.,11,68,-57.0,1
Canas G.,Mirnyi M.,17,57,-40.0,1
Delic A.,Djokovic N.,67,5,62.0,0
Ferrero J.C.,Muller G.,18,156,-138.0,1
Davydenko N.,Guccione A.,4,96,-92.0,1
Henman T.,Lopez F.,74,78,-4.0,0
Simon G.,Youzhny M.,55,13,42.0,0
Mayer F.,Nieminen J.,37,21,16.0,0
Falla A.,Gonzalez F.,119,6,113.0,0
Serra F.,Tipsarevic J.,90,64,26.0,0
Seppi A.,Verdasco F.,112,41,71.0,0
Gasquet R.,Mahut N.,14,77,-63.0,1
Roddick A.,Udomchoke D.,3,114,-111.0,1
Guzman J.,Pavel A.,100,122,-22.0,0
Goodall J.,Lopez F.,226,78,148.0,0
Dancevic F.,Koubek S.,113,60,53.0,1
Lee H.T.,Vassallo-Arguello M.,51,89,-38.0,1
Djokovic N.,Starace P.,5,47,-42.0,1
Llodra M.,Wawrinka S.,68,43,25.0,1
Mayer F.,Warburg S.,37,208,-171.0,1
Nalbandian D.,Zverev M.,25,134,-109.0,1
Gasquet R.,Ulihrach B.,14,145,-131.0,1
Bjorkman J.,Vicente F.,35,165,-130.0,1
Bogdanovic A.,Guccione A.,108,96,12.0,0
Canas G.,Navarro-Pastor I.,17,93,-76.0,1
Berdych T.,Massu N.,11,52,-41.0,1
Hrbaty D.,Seppi A.,33,112,-79.0,0
Baker J.,Roger-Vasselin E.,238,109,129.0,0
Monaco J.,Vliegen K.,32,76,-44.0,0
Bloomfield R.,Hewitt L.,194,19,175.0,0
Davydenko N.,Korolev E.,4,79,-75.0,1
Nieminen J.,Russell M.,21,69,-48.0,1
Childs L.,Qureshi A.,408,279,129.0,0
De Voest R.,Safin M.,124,24,100.0,0
Grosjean S.,Marray J.,62,263,-201.0,1
Kiefer N.,Volandri F.,1065,27,1038.0,1
Johansson T.,Monfils G.,75,73,2.0,0
Calleri A.,Horna L.,29,85,-56.0,1
Fish M.,Nadal R.,38,2,36.0,0
Benneteau J.,Tsonga J.W.,54,110,-56.0,0
Hernandez O.,Muller G.,50,156,-106.0,0
Lu Y.H.,Mirnyi M.,106,57,49.0,0
Bolelli S.,Garcia-Lopez G.,65,58,7.0,1
Eschauer W.,Ramirez-Hidalgo R.,72,95,-23.0,1
Devilder N.,Zabaleta M.,102,83,19.0,1
Delic A.,Dlouhy L.,67,107,-40.0,1
Baghdatis M.,Gulbis E.,16,82,-66.0,1
Del Potro J.M.,Sanguinetti D.,56,105,-49.0,1
Gicquel M.,Hernych J.,42,130,-88.0,0
Clement A.,Mahut N.,34,77,-43.0,0
Almagro N.,Tursunov D.,40,23,17.0,0
Ljubicic I.,Spadea V.,12,66,-54.0,1
Henman T.,Moya C.,74,22,52.0,1
Ferrero J.C.,Hajek J.,18,139,-121.0,1
Arthurs W.,De Bakker T.,195,391,-196.0,1
Kunitsyn I.,Wang Y.T.,91,168,-77.0,0
Karlovic I.,Santoro F.,45,70,-25.0,0
Cilic M.,Simon G.,101,55,46.0,0
Kim K.,Lapentti N.,117,63,54.0,0
Kendrick R.,Robredo T.,87,7,80.0,0
Becker B.,Chela J.I.,44,20,24.0,0
Pless K.,Youzhny M.,80,13,67.0,0
Rochus O.,Soderling R.,53,28,25.0,0
Andreev I.,Blake J.,59,9,50.0,0
Reynolds B.,Verdasco F.,141,41,100.0,0
Berlocq C.,Udomchoke D.,92,114,-22.0,0
Ferrer D.,Roitman S.,15,71,-56.0,1
Berrer M.,Montanes A.,94,48,46.0,1
Mathieu P.H.,Stepanek R.,39,61,-22.0,1
Falla A.,Querrey S.,119,81,38.0,1
Kohlschreiber P.,Serra F.,30,90,-60.0,0
Fleishman Z.,Haas T.,172,10,162.0,0
Federer R.,Gabashvili T.,1,86,-85.0,1
Gimelstob J.,Roddick A.,155,3,152.0,0
Ginepri R.,Gonzalez F.,46,6,40.0,0
Hartfield D.,Zib T.,88,133,-45.0,0
Peya A.,Tipsarevic J.,103,64,39.0,0
Federer R.,Nadal R.,1,2,-1.0,1
Bjorkman J.,Federer R.,59,1,58.0,0
Baghdatis M.,Nadal R.,16,2,14.0,0
Nadal R.,Nieminen J.,2,18,-16.0,1
Ancic M.,Federer R.,10,1,9.0,0
Baghdatis M.,Hewitt L.,16,9,7.0,1
Bjorkman J.,Stepanek R.,59,13,46.0,1
Berdych T.,Federer R.,14,1,13.0,0
Labadze I.,Nadal R.,166,2,164.0,0
Ferrer D.,Hewitt L.,19,9,10.0,0
Nieminen J.,Tursunov D.,18,31,-13.0,1
Stepanek R.,Verdasco F.,13,30,-17.0,1
Bjorkman J.,Mirnyi M.,59,53,6.0,1
Ancic M.,Djokovic N.,10,39,-29.0,1
Baghdatis M.,Murray A.,16,44,-28.0,1
Ljubicic I.,Tursunov D.,4,31,-27.0,0
Murray A.,Roddick A.,44,5,39.0,1
Hewitt L.,Rochus O.,9,29,-20.0,1
Agassi A.,Nadal R.,20,2,18.0,0
Fish M.,Labadze I.,86,166,-80.0,0
Baghdatis M.,Grosjean S.,16,26,-10.0,1
Ancic M.,Wawrinka S.,10,67,-57.0,1
Kohlschreiber P.,Nieminen J.,88,18,70.0,0
Ferrer D.,Gonzalez F.,19,11,8.0,1
Bjorkman J.,Bracciali D.,59,54,5.0,1
Ferrero J.C.,Stepanek R.,28,13,15.0,0
Hewitt L.,Lee H.T.,9,102,-93.0,1
Benneteau J.,Murray A.,55,44,11.0,0
Blake J.,Mirnyi M.,7,53,-46.0,0
Nalbandian D.,Verdasco F.,3,30,-27.0,0
Djokovic N.,Youzhny M.,39,41,-2.0,1
Federer R.,Mahut N.,1,77,-76.0,1
Berdych T.,Haas T.,14,24,-10.0,1
Bracciali D.,Galvani S.,54,141,-87.0,1
Delgado J.,Grosjean S.,447,26,421.0,0
Falla A.,Kohlschreiber P.,127,88,39.0,0
Fish M.,van Gemerden M.,86,106,-20.0,1
Bjorkman J.,Dlouhy L.,59,84,-25.0,1
Berdych T.,Santoro F.,14,45,-31.0,1
Kendrick R.,Nadal R.,237,2,235.0,0
Mayer F.,Roddick A.,63,5,58.0,0
Gaudio G.,Labadze I.,12,166,-154.0,0
Lee M.,Nieminen J.,252,18,234.0,0
Gonzalez F.,Safin M.,11,87,-76.0,1
Rochus O.,Zib T.,29,126,-97.0,1
Djokovic N.,Robredo T.,39,8,31.0,1
Gimelstob J.,Ljubicic I.,95,4,91.0,0
Agassi A.,Seppi A.,20,68,-48.0,1
Ferrer D.,Garcia-Lopez G.,19,91,-72.0,1
Martin A.,Tursunov D.,51,31,20.0,0
Baghdatis M.,Pavel A.,16,79,-63.0,1
Garcia-Lopez G.,Minar I.,91,109,-18.0,1
Malisse X.,Stepanek R.,43,13,30.0,0
Faurel J.C.,Gaudio G.,145,12,133.0,0
Benneteau J.,Phau B.,55,61,-6.0,1
Becker B.,Verdasco F.,161,30,131.0,0
Ljubicic I.,Lopez F.,4,49,-45.0,1
Baghdatis M.,Mackin A.,16,367,-351.0,1
Labadze I.,Peya A.,166,207,-41.0,1
Davydenko N.,Falla A.,6,127,-121.0,0
Clement A.,Nalbandian D.,57,3,54.0,0
Di Mauro A.,Martin A.,83,51,32.0,0
Ancic M.,Sanguinetti D.,10,69,-59.0,1
Hewitt L.,Volandri F.,9,56,-47.0,1
Mahut N.,Vliegen K.,77,34,43.0,1
Federer R.,Henman T.,1,64,-63.0,1
Grosjean S.,Simon G.,26,46,-20.0,1
Ferrer D.,Stadler S.,19,265,-246.0,1
Fish M.,Ginepri R.,86,17,69.0,1
Gimelstob J.,Rochus C.,95,70,25.0,1
Tursunov D.,Udomchoke D.,31,97,-66.0,1
Mayer F.,Vik R.,63,74,-11.0,1
Granollers M.,Pavel A.,218,79,139.0,0
Lee H.T.,Saretta F.,102,112,-10.0,1
Bloomfield R.,Haas T.,259,24,235.0,0
Daniel M.,Nieminen J.,80,18,62.0,0
Montanes A.,Zib T.,114,126,-12.0,0
Ferrero J.C.,Karanusic R.,28,163,-135.0,1
Lee M.,Norman D.,252,118,134.0,1
Calleri A.,Wawrinka S.,58,67,-9.0,0
Goodall J.,van Gemerden M.,398,106,292.0,0
Kunitsyn I.,Youzhny M.,105,41,64.0,0
Roddick A.,Tipsarevic J.,5,101,-96.0,1
Blake J.,Wang Y.T.,7,99,-92.0,1
Mirnyi M.,Philippoussis M.,53,210,-157.0,1
Mirnyi M.,Ramirez-Hidalgo R.,53,62,-9.0,1
Massu N.,Murray A.,33,44,-11.0,0
Rusedski G.,Safin M.,40,87,-47.0,0
Moodie W.,Nalbandian D.,73,3,70.0,0
Starace P.,Youzhny M.,76,41,35.0,0
Kohlschreiber P.,Sabau R.,88,131,-43.0,1
Bracciali D.,Hrbaty D.,54,22,32.0,1
Ferrero J.C.,Vicente F.,28,100,-72.0,1
Clement A.,Portas A.,57,115,-58.0,1
Federer R.,Gasquet R.,1,50,-49.0,1
Dancevic F.,Stepanek R.,125,13,112.0,0
Kendrick R.,Lu Y.H.,237,119,118.0,1
Djokovic N.,Goldstein P.,39,65,-26.0,1
Berdych T.,Hernych J.,14,93,-79.0,1
Bogdanovic A.,Nadal R.,135,2,133.0,0
Marach O.,Wang Y.T.,96,99,-3.0,0
Kim K.,Sanguinetti D.,108,69,39.0,0
Dorsch B.,Malisse X.,181,43,138.0,0
Haas T.,Vanek J.,24,92,-68.0,1
Gonzalez F.,Horna L.,11,52,-41.0,1
Muller G.,Rochus O.,66,29,37.0,0
Almagro N.,Ancic M.,47,10,37.0,0
Novak J.,Vliegen K.,110,34,76.0,0
Mahut N.,Melzer J.,77,78,-1.0,1
Berlocq C.,Bloomfield R.,89,259,-170.0,0
Becker B.,Chela J.I.,161,48,113.0,1
Agassi A.,Pashanski B.,20,71,-51.0,1
Bjorkman J.,Johansson T.,59,21,38.0,1
Blake J.,Pless K.,7,139,-132.0,1
Karanusic R.,Schuettler R.,163,82,81.0,1
Kunitsyn I.,Monfils G.,105,23,82.0,1
Baker J.,Seppi A.,295,68,227.0,0
Spadea V.,Verdasco F.,75,30,45.0,0
Arthurs W.,Santoro F.,187,45,142.0,0
Greul S.,Robredo T.,85,8,77.0,0
Mathieu P.H.,Philippoussis M.,35,210,-175.0,0
Dlouhy L.,Serra F.,84,36,48.0,1
Galvani S.,Waske A.,141,90,51.0,1
Karlovic I.,Wawrinka S.,60,67,-7.0,0
Henman T.,Soderling R.,64,37,27.0,1
Calleri A.,Srichaphan P.,58,38,20.0,1
Berrer M.,Delgado J.,116,447,-331.0,0
Federer R.,Roddick A.,1,4,-3.0,1
Johansson T.,Roddick A.,22,4,18.0,0
Federer R.,Hewitt L.,1,2,-1.0,1
Hewitt L.,Lopez F.,2,33,-31.0,1
Grosjean S.,Roddick A.,27,4,23.0,0
Federer R.,Gonzalez F.,1,24,-23.0,1
Johansson T.,Nalbandian D.,22,19,3.0,1
Gonzalez F.,Youzhny M.,24,34,-10.0,1
Coria G.,Roddick A.,18,4,14.0,0
Gasquet R.,Nalbandian D.,20,19,1.0,0
Johansson T.,Mirnyi M.,22,36,-14.0,1
Dent T.,Hewitt L.,30,2,28.0,0
Grosjean S.,Tursunov D.,27,152,-125.0,1
Ancic M.,Lopez F.,17,33,-16.0,0
Federer R.,Ferrero J.C.,1,31,-30.0,1
Murray A.,Nalbandian D.,312,19,293.0,0
Gasquet R.,Muller G.,20,69,-49.0,1
Johansson T.,Tipsarevic J.,22,108,-86.0,1
Andreev I.,Roddick A.,42,4,38.0,0
Djokovic N.,Grosjean S.,128,27,101.0,0
Popp A.,Tursunov D.,134,152,-18.0,0
Ferrero J.C.,Mayer F.,31,57,-26.0,1
Bjorkman J.,Youzhny M.,97,34,63.0,0
Federer R.,Kiefer N.,1,26,-25.0,1
Mirnyi M.,Novak J.,36,28,8.0,1
Coria G.,Melzer J.,18,38,-20.0,1
Lopez F.,Safin M.,33,5,28.0,1
Ancic M.,Monfils G.,17,83,-66.0,1
Bracciali D.,Roddick A.,120,4,116.0,0
Gonzalez F.,Johansson J.,24,10,14.0,1
Gimelstob J.,Hewitt L.,123,2,121.0,0
Berdych T.,Dent T.,49,30,19.0,0
Muller G.,Nadal R.,69,3,66.0,1
Andreev I.,Sanguinetti D.,42,64,-22.0,1
Novak J.,Santoro F.,28,53,-25.0,1
Johansson T.,Pavel A.,22,41,-19.0,1
Lu Y.H.,Tipsarevic J.,153,108,45.0,0
Henman T.,Tursunov D.,9,152,-143.0,0
Arthurs W.,Popp A.,85,134,-49.0,0
Coria G.,Malisse X.,18,51,-33.0,1
Djokovic N.,Garcia-Lopez G.,128,81,47.0,1
Mirnyi M.,Rochus O.,36,35,1.0,1
Kucera K.,Nalbandian D.,157,19,138.0,0
Grosjean S.,Hanescu V.,27,60,-33.0,1
Calatrava A.,Melzer J.,125,38,87.0,0
Murray A.,Stepanek R.,312,13,299.0,1
Elseneer G.,Gasquet R.,191,20,171.0,0
Hrbaty D.,Monfils G.,25,83,-58.0,0
Federer R.,Minar I.,1,99,-98.0,1
Dent T.,Kim K.,30,71,-41.0,1
Berdych T.,Burgsmuller L.,49,91,-42.0,1
Lopez F.,Sherwood D.,33,261,-228.0,1
Gonzalez F.,Zib T.,24,62,-38.0,1
Philippoussis M.,Safin M.,142,5,137.0,0
Mayer F.,Verdasco F.,57,59,-2.0,1
Di Mauro A.,Kiefer N.,93,26,67.0,0
Bjorkman J.,Davydenko N.,97,7,90.0,1
Lisnard J.R.,Youzhny M.,98,34,64.0,0
Hernych J.,Hewitt L.,66,2,64.0,0
Ancic M.,Udomchoke D.,17,161,-144.0,1
Johansson J.,Rusedski G.,10,40,-30.0,1
Gimelstob J.,Massu N.,123,29,94.0,1
Ferrero J.C.,Lee H.T.,31,67,-36.0,1
Grosjean S.,Llodra M.,27,75,-48.0,1
Bracciali D.,Karlovic I.,120,56,64.0,1
Nadal R.,Spadea V.,3,39,-36.0,1
Mirnyi M.,Schuettler R.,36,72,-36.0,1
Goldstein P.,Rochus O.,101,35,66.0,0
Johansson T.,Ulihrach B.,22,119,-97.0,1
Behrend T.,Coria G.,84,18,66.0,0
Novak J.,Wessels P.,28,79,-51.0,1
Ljubicic I.,Melzer J.,16,38,-22.0,0
Sanguinetti D.,Seppi A.,64,88,-24.0,1
Ferrer D.,Garcia-Lopez G.,15,81,-66.0,0
Nalbandian D.,Sluiter R.,19,118,-99.0,1
Elseneer G.,Starace P.,191,86,105.0,1
Djokovic N.,Monaco J.,128,68,60.0,1
Calatrava A.,Ketola T.,125,225,-100.0,1
Roddick A.,Vanek J.,4,100,-96.0,1
Almagro N.,Tursunov D.,77,152,-75.0,0
Mantilla F.,Muller G.,76,69,7.0,0
Haas T.,Tipsarevic J.,23,108,-85.0,0
Karanusic R.,Pavel A.,179,41,138.0,0
Haehnel J.,Popp A.,106,134,-28.0,0
Horna L.,Kucera K.,55,157,-102.0,0
Ginepri R.,Stepanek R.,73,13,60.0,0
Gasquet R.,Kohlschreiber P.,20,61,-41.0,1
Santoro F.,Wawrinka S.,53,74,-21.0,1
Andreev I.,Soderling R.,42,37,5.0,1
Arthurs W.,Volandri F.,85,32,53.0,1
Koubek S.,Udomchoke D.,78,161,-83.0,0
Carlsen K.,Hanescu V.,50,60,-10.0,0
Clement A.,Lu Y.H.,121,153,-32.0,0
Henman T.,Nieminen J.,9,70,-61.0,1
Malisse X.,Marray J.,51,272,-221.0,1
Bastl G.,Murray A.,146,312,-166.0,0
Gonzalez F.,Mackin A.,24,218,-194.0,1
Burgsmuller L.,Puerta M.,91,11,80.0,1
Safin M.,Srichaphan P.,5,45,-40.0,1
Delgado J.,Ferrero J.C.,212,31,181.0,0
Beck K.,Philippoussis M.,43,142,-99.0,0
Davydenko N.,Draper S.,7,787,-780.0,1
Hewitt L.,Rochus C.,2,47,-45.0,1
Mello R.,Sherwood D.,54,261,-207.0,0
Federer R.,Mathieu P.,1,58,-57.0,1
Hrbaty D.,Saulnier C.,25,48,-23.0,1
Minar I.,Tabara M.,99,109,-10.0,1
Acasuso J.,Zib T.,46,62,-16.0,0
Johansson J.,Montanes A.,10,82,-72.0,1
Garcia A.,Gimelstob J.,169,123,46.0,0
Robredo T.,Verdasco F.,14,59,-45.0,0
Di Mauro A.,Goodall J.,93,313,-220.0,1
Ancic M.,Summerer T.,17,178,-161.0,1
Mayer F.,Ventura S.,57,110,-53.0,1
Hernandez O.,Lisnard J.R.,80,98,-18.0,0
Martin A.,Rusedski G.,52,40,12.0,0
Berdych T.,Dupuis A.,49,116,-67.0,1
Blake J.,Hernych J.,102,66,36.0,0
Bjorkman J.,Morrison J.,97,107,-10.0,1
Lopez F.,Phau B.,33,103,-70.0,1
Benneteau J.,Kiefer N.,126,26,100.0,0
Dent T.,Norman D.,30,105,-75.0,1
Massu N.,Sargsian S.,29,92,-63.0,1
Bogdanovic A.,Kim K.,195,71,124.0,0
Baghdatis M.,Youzhny M.,90,34,56.0,0
Enqvist T.,Lee H.T.,131,67,64.0,0
Monfils G.,Okun N.,83,154,-71.0,1
Federer R.,Roddick A.,1,2,-1.0,1
Federer R.,Grosjean S.,1,13,-12.0,1
Ancic M.,Roddick A.,63,2,61.0,0
Roddick A.,Schalken S.,2,23,-21.0,1
Grosjean S.,Mayer F.,13,66,-53.0,1
Ancic M.,Henman T.,63,6,57.0,1
Federer R.,Hewitt L.,1,10,-9.0,1
Johansson J.,Mayer F.,43,66,-23.0,0
Schalken S.,Spadea V.,23,30,-7.0,1
Hewitt L.,Moya C.,10,7,3.0,1
Henman T.,Philippoussis M.,6,17,-11.0,1
Ginepri R.,Grosjean S.,34,13,21.0,0
Federer R.,Karlovic I.,1,62,-61.0,1
Popp A.,Roddick A.,90,2,88.0,0
Ancic M.,Malisse X.,63,51,12.0,1
Ferreira W.,Mayer F.,82,66,16.0,0
Gonzalez F.,Philippoussis M.,26,17,9.0,0
Karlovic I.,Lopez F.,62,22,40.0,1
Enqvist T.,Schalken S.,57,23,34.0,0
Beck K.,Malisse X.,71,51,20.0,0
Schuettler R.,Spadea V.,8,30,-22.0,0
Carlsen K.,Popp A.,103,90,13.0,0
Federer R.,Johansson T.,1,123,-122.0,1
Ancic M.,Hrbaty D.,63,25,38.0,1
Dent T.,Roddick A.,31,2,29.0,0
Arazi H.,Henman T.,39,6,33.0,0
Bjorkman J.,Johansson J.,27,43,-16.0,0
Beck K.,Robredo T.,71,19,52.0,1
Mantilla F.,Spadea V.,127,30,97.0,0
Hewitt L.,Ivanisevic G.,10,415,-405.0,1
Gambill J.M.,Grosjean S.,84,13,71.0,0
Ferrero J.C.,Ginepri R.,5,34,-29.0,0
Henman T.,Heuberger I.,6,137,-131.0,1
Carlsen K.,Pavel A.,103,21,82.0,1
Montanes A.,Popp A.,78,90,-12.0,0
Hilton M.,Hrbaty D.,479,25,454.0,0
Ferreira W.,Kucera K.,82,76,6.0,1
Moya C.,Tursunov D.,7,70,-63.0,1
Dent T.,Pescosolido S.,31,143,-112.0,1
Peya A.,Roddick A.,128,2,126.0,0
Martin T.,Schalken S.,72,23,49.0,0
Haas T.,Malisse X.,100,51,49.0,0
Coria G.,Mayer F.,3,66,-63.0,0
Elseneer G.,Karlovic I.,99,62,37.0,0
Arazi H.,Ferrer D.,39,49,-10.0,1
Philippoussis M.,Verkerk M.,17,56,-39.0,1
Chela J.I.,Enqvist T.,18,57,-39.0,0
Rusedski G.,Schuettler R.,165,8,157.0,0
Ancic M.,Benneteau J.,63,80,-17.0,1
Andreev I.,Gonzalez F.,64,26,38.0,0
Rusedski G.,Sanguinetti D.,165,112,53.0,1
Hewitt L.,Labadze I.,10,45,-35.0,1
Johansson T.,Santoro F.,123,53,70.0,1
Falla A.,Federer R.,138,1,137.0,0
Bjorkman J.,Lu Y.H.,27,101,-74.0,1
Gonzalez F.,Vassallo-Arguello M.,26,108,-82.0,1
Delgado R.,Dent T.,200,31,169.0,0
Reid T.,Spadea V.,134,30,104.0,0
Massu N.,Popp A.,12,90,-78.0,0
Robredo T.,Starace P.,19,131,-112.0,1
Childs L.,Schalken S.,251,23,228.0,0
Costa A.,Hilton M.,55,479,-424.0,0
Hrbaty D.,Sanchez D.,25,54,-29.0,1
Roddick A.,Wang Y.T.,2,181,-179.0,1
Benneteau J.,Berdych T.,80,65,15.0,1
Pavel A.,Ram A.,21,364,-343.0,1
Burgsmuller L.,Chela J.I.,94,18,76.0,0
Fish M.,Johansson J.,20,43,-23.0,0
Bracciali D.,Gambill J.M.,218,84,134.0,0
Carraz G.,Grosjean S.,69,13,56.0,0
Andreev I.,van Lottum J.,64,115,-51.0,1
Ginepri R.,Verdasco F.,34,40,-6.0,1
Mantilla F.,Pless K.,127,634,-507.0,1
Ancic M.,Horna L.,63,36,27.0,1
Moya C.,Stepanek R.,7,67,-60.0,1
Blanco G.,Enqvist T.,102,57,45.0,0
Ferrer D.,Hanescu V.,49,75,-26.0,1
Ferrero J.C.,Koubek S.,5,95,-90.0,1
Lopez F.,Saulnier C.,22,83,-61.0,1
Sargsian S.,Tursunov D.,48,70,-22.0,0
Pescosolido S.,van Scheppingen D.,143,87,56.0,1
Dupuis A.,Haas T.,92,100,-8.0,0
Beck K.,Marray J.,71,238,-167.0,1
Canas G.,Martin T.,73,72,1.0,0
Coria G.,Moodie W.,3,106,-103.0,1
Ivanisevic G.,Volandri F.,415,52,363.0,1
Schuettler R.,Soderling R.,8,37,-29.0,1
Carlsen K.,Gasquet R.,103,105,-2.0,1
Bloomfield R.,Lopez F.,529,22,507.0,0
Malisse X.,Novak J.,51,16,35.0,1
Philippoussis M.,Rochus C.,17,122,-105.0,1
Peya A.,Salzenstein J.,128,109,19.0,1
Montanes A.,Ulihrach B.,78,116,-38.0,1
Arazi H.,Sa A.,39,255,-216.0,1
Fish M.,Navarro-Pastor I.,20,228,-208.0,1
Hernandez O.,Kucera K.,88,76,12.0,0
Arthurs W.,Mayer F.,96,66,30.0,0
Clement A.,Johansson J.,47,43,4.0,0
Gambill J.M.,Mirnyi M.,84,28,56.0,1
Lopez M.,Sargsian S.,120,48,72.0,0
Henman T.,Ramirez-Hidalgo R.,6,89,-83.0,1
Ferreira W.,Ljubicic I.,82,29,53.0,1
Lu Y.H.,Vacek J.,101,133,-32.0,1
Davydenko N.,Verkerk M.,59,56,3.0,0
Heuberger I.,Saretta F.,137,68,69.0,1
Llodra M.,Saulnier C.,50,83,-33.0,0
Safin M.,Tursunov D.,15,70,-55.0,0
Moya C.,Patience O.,7,93,-86.0,1
Labadze I.,Vliegen K.,45,107,-62.0,1
Bjorkman J.,Sluiter R.,27,79,-52.0,1
Bogdanovic A.,Federer R.,295,1,294.0,0
Carraz G.,Rochus O.,69,74,-5.0,1
Ascione T.,Grosjean S.,86,13,73.0,0
Hewitt L.,Melzer J.,10,42,-32.0,1
Verdasco F.,Weiner G.,40,141,-101.0,1
Ivanisevic G.,Youzhny M.,415,35,380.0,1
Boutter J.,Ferrero J.C.,488,5,483.0,0
Elseneer G.,Parmar A.,99,162,-63.0,1
Acasuso J.,Koubek S.,97,95,2.0,0
Martin A.,Santoro F.,61,53,8.0,0
Karlovic I.,Srichaphan P.,62,14,48.0,1
Delgado J.,Volandri F.,301,52,249.0,0
Falla A.,Knowle J.,138,209,-71.0,1
Ginepri R.,Tipsarevic J.,34,136,-102.0,1
Corretja A.,Stepanek R.,85,67,18.0,0
Bracciali D.,Hernych J.,218,118,100.0,1
Johansson T.,Kiefer N.,123,33,90.0,1
Federer R.,Philippoussis M.,5,48,-43.0,1
Grosjean S.,Philippoussis M.,14,48,-34.0,0
Federer R.,Roddick A.,5,6,-1.0,1
Grosjean S.,Henman T.,14,29,-15.0,1
Federer R.,Schalken S.,5,12,-7.0,1
Bjorkman J.,Roddick A.,79,6,73.0,0
Philippoussis M.,Popp A.,48,198,-150.0,1
Ferrero J.C.,Grosjean S.,3,14,-11.0,0
Federer R.,Lopez F.,5,52,-47.0,1
Schalken S.,Schuettler R.,12,8,4.0,1
Popp A.,Rochus O.,198,65,133.0,1
Bjorkman J.,Mirnyi M.,79,43,36.0,1
Roddick A.,Srichaphan P.,6,11,-5.0,1
Henman T.,Nalbandian D.,29,9,20.0,1
Agassi A.,Philippoussis M.,1,48,-47.0,0
Ferrero J.C.,Sargsian S.,3,62,-59.0,1
Henman T.,Soderling R.,29,152,-123.0,1
Novak J.,Popp A.,10,198,-188.0,0
Nieminen J.,Rochus O.,32,65,-33.0,0
Grosjean S.,Moodie W.,14,150,-136.0,1
Agassi A.,El Aynaoui Y.,1,22,-21.0,1
Philippoussis M.,Stepanek R.,48,38,10.0,1
Kucera K.,Nalbandian D.,46,9,37.0,0
Bjorkman J.,Gimelstob J.,79,96,-17.0,1
Lopez F.,Saretta F.,52,60,-8.0,1
Hanescu V.,Schalken S.,99,12,87.0,0
Nadal R.,Srichaphan P.,76,11,65.0,0
Robredo T.,Roddick A.,21,6,15.0,0
Federer R.,Fish M.,5,45,-40.0,1
Karlovic I.,Mirnyi M.,203,43,160.0,0
Martin T.,Schuettler R.,102,8,94.0,0
Nalbandian D.,Sa A.,9,84,-75.0,1
Philippoussis M.,Saulnier C.,48,124,-76.0,1
Henman T.,Llodra M.,29,136,-107.0,1
Draper S.,Stepanek R.,115,38,77.0,0
Agassi A.,Burgsmuller L.,1,88,-87.0,1
Kucera K.,Suzuki T.,46,303,-257.0,1
Blake J.,Sargsian S.,27,62,-35.0,0
Ferrer D.,Novak J.,64,10,54.0,0
Escude N.,Ferrero J.C.,61,3,58.0,0
